年,週,就診類別,年齡別,縣市,腸病毒健保就診人次,健保就診總人次
2009,25,門診,5-9,台南市,279,19685
2009,25,門診,5-9,宜蘭縣,90,4185
2009,25,門診,5-9,花蓮縣,33,2667
2009,25,門診,5-9,金門縣,10,970
2009,25,門診,5-9,南投縣,50,4968
2009,25,門診,5-9,屏東縣,77,8104
2009,25,門診,5-9,苗栗縣,42,4595
2009,25,門診,5-9,桃園市,223,22222
2009,25,門診,5-9,高雄市,267,26787
2009,25,門診,5-9,基隆市,59,3581
2009,25,門診,5-9,連江縣,2,65
2009,25,門診,5-9,雲林縣,98,8942
2009,25,門診,5-9,新北市,451,40745
2009,25,門診,5-9,新竹市,69,4901
2009,25,門診,5-9,新竹縣,97,5097
2009,25,門診,5-9,嘉義市,91,5577
2009,25,門診,5-9,嘉義縣,38,3700
2009,25,門診,5-9,彰化縣,132,12313
2009,25,門診,5-9,澎湖縣,1,1416
2009,26,住院,0-2,台中市,26,135
2009,26,住院,0-2,台北市,13,254
2009,26,住院,0-2,台東縣,1,18
2009,26,住院,0-2,台南市,3,23
2009,26,住院,0-2,宜蘭縣,0,7
2009,26,住院,0-2,花蓮縣,0,15
2009,26,住院,0-2,金門縣,0,2
2009,26,住院,0-2,南投縣,2,17
2009,26,住院,0-2,屏東縣,1,25
2009,26,住院,0-2,桃園市,20,193
2009,26,住院,0-2,高雄市,20,141
2009,26,住院,0-2,基隆市,1,25
2009,26,住院,0-2,新北市,10,71
2009,26,住院,0-2,新竹市,15,65
2009,26,住院,0-2,新竹縣,0,3
2009,26,住院,0-2,嘉義市,3,21
2009,26,住院,0-2,嘉義縣,11,37
2009,26,住院,0-2,彰化縣,35,159
2009,26,住院,10-14,台中市,0,58
2009,26,住院,10-14,台北市,1,102
2009,26,住院,10-14,台東縣,0,4
2009,26,住院,10-14,台南市,0,29
2009,26,住院,10-14,宜蘭縣,0,1
2009,26,住院,10-14,花蓮縣,0,14
2009,26,住院,10-14,金門縣,0,4
2009,26,住院,10-14,南投縣,0,2
2009,26,住院,10-14,屏東縣,0,13
2009,26,住院,10-14,苗栗縣,0,1
2009,26,住院,10-14,桃園市,0,52
2009,26,住院,10-14,高雄市,0,54
2009,26,住院,10-14,基隆市,0,7
2009,26,住院,10-14,雲林縣,0,2
2009,26,住院,10-14,新北市,1,21
2009,26,住院,10-14,新竹市,0,14
2009,26,住院,10-14,新竹縣,0,2
2009,26,住院,10-14,嘉義市,0,2
2009,26,住院,10-14,嘉義縣,1,8
2009,26,住院,10-14,彰化縣,0,28
2009,26,住院,10-14,澎湖縣,0,1
2009,26,住院,15+,台中市,0,3874
2009,26,住院,15+,台北市,0,7846
2009,26,住院,15+,台東縣,0,246
2009,26,住院,15+,台南市,0,1763
2009,26,住院,15+,宜蘭縣,0,338
2009,26,住院,15+,花蓮縣,0,771
2009,26,住院,15+,金門縣,0,58
2009,26,住院,15+,南投縣,0,276
2009,26,住院,15+,屏東縣,0,679
2009,26,住院,15+,苗栗縣,0,212
2009,26,住院,15+,桃園市,0,3388
2009,26,住院,15+,高雄市,0,3822
2009,26,住院,15+,基隆市,0,658
2009,26,住院,15+,連江縣,0,6
2009,26,住院,15+,雲林縣,0,399
2009,26,住院,15+,新北市,0,2737
2009,26,住院,15+,新竹市,0,524
2009,26,住院,15+,新竹縣,0,70
2009,26,住院,15+,嘉義市,0,418
2009,26,住院,15+,嘉義縣,0,846
2009,26,住院,15+,彰化縣,0,2024
2009,26,住院,15+,澎湖縣,0,40
2009,26,住院,3-4,台中市,15,89
2009,26,住院,3-4,台北市,7,119
2009,26,住院,3-4,台東縣,1,6
2009,26,住院,3-4,台南市,0,16
2009,26,住院,3-4,宜蘭縣,1,4
2009,26,住院,3-4,花蓮縣,0,14
2009,26,住院,3-4,金門縣,1,2
2009,26,住院,3-4,南投縣,3,10
2009,26,住院,3-4,屏東縣,2,12
2009,26,住院,3-4,苗栗縣,0,2
2009,26,住院,3-4,桃園市,15,96
2009,26,住院,3-4,高雄市,10,74
2009,26,住院,3-4,基隆市,0,9
2009,26,住院,3-4,雲林縣,0,4
2009,26,住院,3-4,新北市,4,43
2009,26,住院,3-4,新竹市,2,19
2009,26,住院,3-4,新竹縣,1,6
2009,26,住院,3-4,嘉義市,2,5
2009,26,住院,3-4,嘉義縣,7,19
2009,26,住院,3-4,彰化縣,11,56
2009,26,住院,5-9,台中市,8,104
2009,26,住院,5-9,台北市,10,181
2009,26,住院,5-9,台東縣,0,8
2009,26,住院,5-9,台南市,1,22
2009,26,住院,5-9,宜蘭縣,0,13
2009,26,住院,5-9,花蓮縣,0,12
2009,26,住院,5-9,金門縣,0,2
2009,26,住院,5-9,南投縣,0,8
2009,26,住院,5-9,屏東縣,1,13
2009,26,住院,5-9,苗栗縣,1,4
2009,26,住院,5-9,桃園市,3,103
2009,26,住院,5-9,高雄市,2,70
2009,26,住院,5-9,基隆市,1,12
2009,26,住院,5-9,雲林縣,1,2
2009,26,住院,5-9,新北市,4,49
2009,26,住院,5-9,新竹市,0,23
2009,26,住院,5-9,新竹縣,0,4
2009,26,住院,5-9,嘉義市,1,12
2009,26,住院,5-9,嘉義縣,4,22
2009,26,住院,5-9,彰化縣,7,79
2009,26,門診,0-2,台中市,556,18007
2009,26,門診,0-2,台北市,209,12709
2009,26,門診,0-2,台東縣,37,897
2009,26,門診,0-2,台南市,333,12098
2009,26,門診,0-2,宜蘭縣,108,2666
2009,26,門診,0-2,花蓮縣,15,1578
2009,26,門診,0-2,金門縣,17,496
2009,26,門診,0-2,南投縣,71,3236
2009,26,門診,0-2,屏東縣,112,4717
2009,26,門診,0-2,苗栗縣,61,3134
2009,26,門診,0-2,桃園市,296,14344
2009,26,門診,0-2,高雄市,264,16269
2009,26,門診,0-2,基隆市,45,1947
2009,26,門診,0-2,連江縣,0,35
2009,26,門診,0-2,雲林縣,156,4778
2009,26,門診,0-2,新北市,361,22448
2009,26,門診,0-2,新竹市,101,3620
2009,26,門診,0-2,新竹縣,138,3548
2009,26,門診,0-2,嘉義市,95,3254
2009,26,門診,0-2,嘉義縣,40,1636
2009,26,門診,0-2,彰化縣,215,7891
2009,26,門診,0-2,澎湖縣,12,621
2009,26,門診,10-14,台中市,53,17571
2009,26,門診,10-14,台北市,47,16477
2009,26,門診,10-14,台東縣,3,877
2009,26,門診,10-14,台南市,36,11543
2009,26,門診,10-14,宜蘭縣,8,2676
2009,26,門診,10-14,花蓮縣,3,1866
2009,26,門診,10-14,金門縣,0,563
2009,26,門診,10-14,南投縣,12,2836
2009,26,門診,10-14,屏東縣,4,5219
2009,26,門診,10-14,苗栗縣,10,2774
2009,26,門診,10-14,桃園市,21,12566
2009,26,門診,10-14,高雄市,31,16383
2009,26,門診,10-14,基隆市,2,2282
2009,26,門診,10-14,連江縣,0,45
2009,26,門診,10-14,雲林縣,12,5116
2009,26,門診,10-14,新北市,46,24022
2009,26,門診,10-14,新竹市,2,2647
2009,26,門診,10-14,新竹縣,8,2785
2009,26,門診,10-14,嘉義市,8,3484
2009,26,門診,10-14,嘉義縣,4,2334
2009,26,門診,10-14,彰化縣,8,7621
2009,26,門診,10-14,澎湖縣,0,838
2009,26,門診,15+,台中市,50,381107
2009,26,門診,15+,台北市,24,478307
2009,26,門診,15+,台東縣,1,26391
2009,26,門診,15+,台南市,22,287098
2009,26,門診,15+,宜蘭縣,1,65501
2009,26,門診,15+,花蓮縣,1,51488
2009,26,門診,15+,金門縣,0,9666
2009,26,門診,15+,南投縣,3,64830
2009,26,門診,15+,屏東縣,5,127118
2009,26,門診,15+,苗栗縣,5,67682
2009,26,門診,15+,桃園市,23,256517
2009,26,門診,15+,高雄市,32,442706
2009,26,門診,15+,基隆市,3,62597
2009,26,門診,15+,連江縣,0,1083
2009,26,門診,15+,雲林縣,1,106147
2009,26,門診,15+,新北市,43,464057
2009,26,門診,15+,新竹市,7,60777
2009,26,門診,15+,新竹縣,2,49079
2009,26,門診,15+,嘉義市,22,73285
2009,26,門診,15+,嘉義縣,4,60923
2009,26,門診,15+,彰化縣,11,162541
2009,26,門診,15+,澎湖縣,0,22517
2009,26,門診,3-4,台中市,553,14705
2009,26,門診,3-4,台北市,175,10595
2009,26,門診,3-4,台東縣,29,691
2009,26,門診,3-4,台南市,342,9993
2009,26,門診,3-4,宜蘭縣,117,2052
2009,26,門診,3-4,花蓮縣,50,1389
2009,26,門診,3-4,金門縣,15,402
2009,26,門診,3-4,南投縣,58,2675
2009,26,門診,3-4,屏東縣,88,4004
2009,26,門診,3-4,苗栗縣,71,2520
2009,26,門診,3-4,桃園市,250,10605
2009,26,門診,3-4,高雄市,265,13131
2009,26,門診,3-4,基隆市,18,1608
2009,26,門診,3-4,連江縣,0,34
2009,26,門診,3-4,雲林縣,168,4388
2009,26,門診,3-4,新北市,374,19707
2009,26,門診,3-4,新竹市,84,2452
2009,26,門診,3-4,新竹縣,105,2714
2009,26,門診,3-4,嘉義市,120,2487
2009,26,門診,3-4,嘉義縣,46,1643
2009,26,門診,3-4,彰化縣,210,6303
2009,26,門診,3-4,澎湖縣,3,610
2009,26,門診,5-9,台中市,566,29475
2009,26,門診,5-9,台北市,215,24076
2009,26,門診,5-9,台東縣,19,1291
2009,26,門診,5-9,台南市,314,19156
2009,26,門診,5-9,宜蘭縣,127,4116
2009,26,門診,5-9,花蓮縣,52,2690
2009,26,門診,5-9,金門縣,7,832
2009,26,門診,5-9,南投縣,71,4798
2009,26,門診,5-9,屏東縣,108,8433
2009,26,門診,5-9,苗栗縣,71,4817
2009,26,門診,5-9,桃園市,244,22437
2009,26,門診,5-9,高雄市,298,27253
2009,26,門診,5-9,基隆市,39,3459
2009,26,門診,5-9,連江縣,1,45
2009,26,門診,5-9,雲林縣,146,8574
2009,26,門診,5-9,新北市,393,41718
2009,26,門診,5-9,新竹市,61,4933
2009,26,門診,5-9,新竹縣,148,5179
2009,26,門診,5-9,嘉義市,103,5116
2009,26,門診,5-9,嘉義縣,65,3639
2009,26,門診,5-9,彰化縣,180,12379
2009,26,門診,5-9,澎湖縣,10,1354
2009,27,住院,0-2,台中市,32,164
2009,27,住院,0-2,台北市,12,225
2009,27,住院,0-2,台東縣,0,11
2009,27,住院,0-2,台南市,5,27
2009,27,住院,0-2,宜蘭縣,10,49
2009,27,住院,0-2,花蓮縣,1,30
2009,27,住院,0-2,金門縣,0,2
2009,27,住院,0-2,南投縣,1,13
2009,27,住院,0-2,屏東縣,7,20
2009,27,住院,0-2,苗栗縣,0,1
2009,27,住院,0-2,桃園市,29,199
2009,27,住院,0-2,高雄市,18,151
2009,27,住院,0-2,基隆市,3,31
2009,27,住院,0-2,連江縣,0,1
2009,27,住院,0-2,雲林縣,0,1
2009,27,住院,0-2,新北市,14,91
2009,27,住院,0-2,新竹市,11,52
2009,27,住院,0-2,新竹縣,0,2
2009,27,住院,0-2,嘉義市,7,22
2009,27,住院,0-2,嘉義縣,7,28
2009,27,住院,0-2,彰化縣,33,151
2009,27,住院,10-14,台中市,1,74
2009,27,住院,10-14,台北市,0,147
2009,27,住院,10-14,台東縣,0,4
2009,27,住院,10-14,台南市,1,45
2009,27,住院,10-14,宜蘭縣,0,22
2009,27,住院,10-14,花蓮縣,0,16
2009,27,住院,10-14,金門縣,0,1
2009,27,住院,10-14,南投縣,0,9
2009,27,住院,10-14,屏東縣,0,14
2009,27,住院,10-14,苗栗縣,0,3
2009,27,住院,10-14,桃園市,0,102
2009,27,住院,10-14,高雄市,0,113
2009,27,住院,10-14,基隆市,0,12
2009,27,住院,10-14,雲林縣,0,5
2009,27,住院,10-14,新北市,0,44
2009,27,住院,10-14,新竹市,0,10
2009,27,住院,10-14,嘉義市,0,6
2009,27,住院,10-14,嘉義縣,0,12
2009,27,住院,10-14,彰化縣,0,44
2009,27,住院,15+,台中市,0,4316
2009,27,住院,15+,台北市,0,8023
2009,27,住院,15+,台東縣,0,231
2009,27,住院,15+,台南市,0,1880
2009,27,住院,15+,宜蘭縣,0,784
2009,27,住院,15+,花蓮縣,0,731
2009,27,住院,15+,金門縣,0,61
2009,27,住院,15+,南投縣,0,256
2009,27,住院,15+,屏東縣,0,696
2009,27,住院,15+,苗栗縣,0,204
2009,27,住院,15+,桃園市,0,3673
2009,27,住院,15+,高雄市,0,4120
2009,27,住院,15+,基隆市,0,646
2009,27,住院,15+,連江縣,0,5
2009,27,住院,15+,雲林縣,0,431
2009,27,住院,15+,新北市,0,2920
2009,27,住院,15+,新竹市,0,552
2009,27,住院,15+,新竹縣,0,88
2009,27,住院,15+,嘉義市,0,479
2009,27,住院,15+,嘉義縣,0,900
2009,27,住院,15+,彰化縣,0,2079
2009,27,住院,15+,澎湖縣,0,16
2009,27,住院,3-4,台中市,11,79
2009,27,住院,3-4,台北市,13,115
2009,27,住院,3-4,台東縣,0,4
2009,27,住院,3-4,台南市,2,11
2009,27,住院,3-4,宜蘭縣,4,19
2009,27,住院,3-4,花蓮縣,0,10
2009,27,住院,3-4,金門縣,0,1
2009,27,住院,3-4,南投縣,3,7
2009,27,住院,3-4,屏東縣,1,16
2009,27,住院,3-4,桃園市,11,88
2009,27,住院,3-4,高雄市,6,60
2009,27,住院,3-4,基隆市,2,16
2009,27,住院,3-4,連江縣,0,3
2009,27,住院,3-4,雲林縣,2,4
2009,27,住院,3-4,新北市,2,39
2009,27,住院,3-4,新竹市,3,16
2009,27,住院,3-4,新竹縣,0,1
2009,27,住院,3-4,嘉義市,1,9
2009,27,住院,3-4,嘉義縣,6,20
2009,27,住院,3-4,彰化縣,11,73
2009,27,住院,5-9,台中市,8,122
2009,27,住院,5-9,台北市,8,232
2009,27,住院,5-9,台東縣,1,14
2009,27,住院,5-9,台南市,1,41
2009,27,住院,5-9,宜蘭縣,2,47
2009,27,住院,5-9,花蓮縣,0,16
2009,27,住院,5-9,金門縣,0,1
2009,27,住院,5-9,南投縣,0,10
2009,27,住院,5-9,屏東縣,0,15
2009,27,住院,5-9,苗栗縣,0,4
2009,27,住院,5-9,桃園市,4,123
2009,27,住院,5-9,高雄市,5,112
2009,27,住院,5-9,基隆市,2,22
2009,27,住院,5-9,雲林縣,0,5
2009,27,住院,5-9,新北市,1,53
2009,27,住院,5-9,新竹市,2,30
2009,27,住院,5-9,新竹縣,0,1
2009,27,住院,5-9,嘉義市,3,15
2009,27,住院,5-9,嘉義縣,4,18
2009,27,住院,5-9,彰化縣,6,77
2009,27,門診,0-2,台中市,562,18949
2009,27,門診,0-2,台北市,208,13250
2009,27,門診,0-2,台東縣,44,927
2009,27,門診,0-2,台南市,387,11879
2009,27,門診,0-2,宜蘭縣,86,2599
2009,27,門診,0-2,花蓮縣,45,1741
2009,27,門診,0-2,金門縣,9,455
2009,27,門診,0-2,南投縣,71,3377
2009,27,門診,0-2,屏東縣,145,4885
2009,27,門診,0-2,苗栗縣,101,3171
2009,27,門診,0-2,桃園市,299,14309
2009,27,門診,0-2,高雄市,266,16742
2009,27,門診,0-2,基隆市,49,2036
2009,27,門診,0-2,連江縣,3,45
2009,27,門診,0-2,雲林縣,185,4999
2009,27,門診,0-2,新北市,428,23471
2009,27,門診,0-2,新竹市,114,3715
2009,27,門診,0-2,新竹縣,123,3623
2009,27,門診,0-2,嘉義市,113,3368
2009,27,門診,0-2,嘉義縣,47,1807
2009,27,門診,0-2,彰化縣,227,8620
2009,27,門診,0-2,澎湖縣,4,698
2009,27,門診,10-14,台中市,46,19071
2009,27,門診,10-14,台北市,41,18623
2009,27,門診,10-14,台東縣,5,946
2009,27,門診,10-14,台南市,31,12217
2009,27,門診,10-14,宜蘭縣,11,2687
2009,27,門診,10-14,花蓮縣,1,2008
2009,27,門診,10-14,金門縣,1,583
2009,27,門診,10-14,南投縣,6,3009
2009,27,門診,10-14,屏東縣,11,5530
2009,27,門診,10-14,苗栗縣,4,2694
2009,27,門診,10-14,桃園市,27,12955
2009,27,門診,10-14,高雄市,31,18521
2009,27,門診,10-14,基隆市,6,2259
2009,27,門診,10-14,連江縣,0,53
2009,27,門診,10-14,雲林縣,8,5384
2009,27,門診,10-14,新北市,64,25518
2009,27,門診,10-14,新竹市,2,3008
2009,27,門診,10-14,新竹縣,5,2816
2009,27,門診,10-14,嘉義市,11,3527
2009,27,門診,10-14,嘉義縣,5,2270
2009,27,門診,10-14,彰化縣,13,8439
2009,27,門診,10-14,澎湖縣,0,922
2009,27,門診,15+,台中市,57,402445
2009,27,門診,15+,台北市,22,503496
2009,27,門診,15+,台東縣,4,28357
2009,27,門診,15+,台南市,30,296245
2009,27,門診,15+,宜蘭縣,1,66339
2009,27,門診,15+,花蓮縣,0,53836
2009,27,門診,15+,金門縣,0,10073
2009,27,門診,15+,南投縣,2,68273
2009,27,門診,15+,屏東縣,12,133112
2009,27,門診,15+,苗栗縣,6,69891
2009,27,門診,15+,桃園市,26,260968
2009,27,門診,15+,高雄市,25,465587
2009,27,門診,15+,基隆市,4,65142
2009,27,門診,15+,連江縣,0,1201
2009,27,門診,15+,雲林縣,5,108996
2009,27,門診,15+,新北市,49,475100
2009,27,門診,15+,新竹市,7,64723
2009,27,門診,15+,新竹縣,4,52694
2009,27,門診,15+,嘉義市,23,76301
2009,27,門診,15+,嘉義縣,3,63040
2009,27,門診,15+,彰化縣,10,172185
2009,27,門診,15+,澎湖縣,0,23766
2009,27,門診,3-4,台中市,570,15249
2009,27,門診,3-4,台北市,209,11199
2009,27,門診,3-4,台東縣,18,763
2009,27,門診,3-4,台南市,380,9917
2009,27,門診,3-4,宜蘭縣,90,2166
2009,27,門診,3-4,花蓮縣,53,1393
2009,27,門診,3-4,金門縣,9,423
2009,27,門診,3-4,南投縣,112,2900
2009,27,門診,3-4,屏東縣,118,4121
2009,27,門診,3-4,苗栗縣,61,2538
2009,27,門診,3-4,桃園市,249,10845
2009,27,門診,3-4,高雄市,239,13380
2009,27,門診,3-4,基隆市,52,1606
2009,27,門診,3-4,連江縣,1,48
2009,27,門診,3-4,雲林縣,172,4327
2009,27,門診,3-4,新北市,465,20840
2009,27,門診,3-4,新竹市,97,2676
2009,27,門診,3-4,新竹縣,91,2839
2009,27,門診,3-4,嘉義市,112,2547
2009,27,門診,3-4,嘉義縣,47,1641
2009,27,門診,3-4,彰化縣,221,6977
2009,27,門診,3-4,澎湖縣,2,656
2009,27,門診,5-9,台中市,663,31585
2009,27,門診,5-9,台北市,258,26313
2009,27,門診,5-9,台東縣,19,1463
2009,27,門診,5-9,台南市,343,19760
2009,27,門診,5-9,宜蘭縣,101,4681
2009,27,門診,5-9,花蓮縣,51,2854
2009,27,門診,5-9,金門縣,6,872
2009,27,門診,5-9,南投縣,88,5388
2009,27,門診,5-9,屏東縣,122,8841
2009,27,門診,5-9,苗栗縣,98,5091
2009,27,門診,5-9,桃園市,302,23093
2009,27,門診,5-9,高雄市,307,28931
2009,27,門診,5-9,基隆市,43,3562
2009,27,門診,5-9,連江縣,0,71
2009,27,門診,5-9,雲林縣,144,8941
2009,27,門診,5-9,新北市,507,43738
2009,27,門診,5-9,新竹市,107,5441
2009,27,門診,5-9,新竹縣,138,5453
2009,27,門診,5-9,嘉義市,112,5664
2009,27,門診,5-9,嘉義縣,55,3706
2009,27,門診,5-9,彰化縣,195,13995
2009,27,門診,5-9,澎湖縣,3,1635
2009,28,住院,0-2,台中市,18,141
2009,28,住院,0-2,台北市,20,259
2009,28,住院,0-2,台東縣,0,15
2009,28,住院,0-2,台南市,4,32
2009,28,住院,0-2,宜蘭縣,10,55
2009,28,住院,0-2,花蓮縣,6,29
2009,28,住院,0-2,金門縣,0,8
2009,28,住院,0-2,南投縣,4,25
2009,28,住院,0-2,屏東縣,1,21
2009,28,住院,0-2,苗栗縣,0,2
2009,28,住院,0-2,桃園市,27,196
2009,28,住院,0-2,高雄市,21,141
2009,28,住院,0-2,基隆市,3,32
2009,28,住院,0-2,雲林縣,0,3
2009,28,住院,0-2,新北市,9,73
2009,28,住院,0-2,新竹市,7,64
2009,28,住院,0-2,新竹縣,5,8
2009,28,住院,0-2,嘉義市,8,20
2009,28,住院,0-2,嘉義縣,3,23
2009,28,住院,0-2,彰化縣,23,129
2009,28,住院,10-14,台中市,0,89
2009,28,住院,10-14,台北市,1,165
2009,28,住院,10-14,台東縣,1,5
2009,28,住院,10-14,台南市,0,56
2009,28,住院,10-14,宜蘭縣,0,17
2009,28,住院,10-14,花蓮縣,0,25
2009,28,住院,10-14,南投縣,0,10
2009,28,住院,10-14,屏東縣,0,16
2009,28,住院,10-14,苗栗縣,0,4
2009,28,住院,10-14,桃園市,1,108
2009,28,住院,10-14,高雄市,0,135
2009,28,住院,10-14,基隆市,0,12
2009,28,住院,10-14,雲林縣,0,8
2009,28,住院,10-14,新北市,0,39
2009,28,住院,10-14,新竹市,0,14
2009,28,住院,10-14,嘉義市,0,9
2009,28,住院,10-14,嘉義縣,0,19
2009,28,住院,10-14,彰化縣,1,55
2009,28,住院,10-14,澎湖縣,0,1
2009,28,住院,15+,台中市,0,4239
2009,28,住院,15+,台北市,0,8066
2009,28,住院,15+,台東縣,0,264
2009,28,住院,15+,台南市,0,1870
2009,28,住院,15+,宜蘭縣,0,805
2009,28,住院,15+,花蓮縣,0,806
2009,28,住院,15+,金門縣,0,66
2009,28,住院,15+,南投縣,0,268
2009,28,住院,15+,屏東縣,0,745
2009,28,住院,15+,苗栗縣,0,261
2009,28,住院,15+,桃園市,0,3504
2009,28,住院,15+,高雄市,0,4203
2009,28,住院,15+,基隆市,0,688
2009,28,住院,15+,連江縣,0,3
2009,28,住院,15+,雲林縣,0,400
2009,28,住院,15+,新北市,1,2907
2009,28,住院,15+,新竹市,0,578
2009,28,住院,15+,新竹縣,0,168
2009,28,住院,15+,嘉義市,0,394
2009,28,住院,15+,嘉義縣,0,892
2009,28,住院,15+,彰化縣,0,2073
2009,28,住院,15+,澎湖縣,0,17
2009,28,住院,3-4,台中市,14,85
2009,28,住院,3-4,台北市,8,131
2009,28,住院,3-4,台東縣,0,5
2009,28,住院,3-4,台南市,1,10
2009,28,住院,3-4,宜蘭縣,8,39
2009,28,住院,3-4,花蓮縣,1,17
2009,28,住院,3-4,金門縣,0,8
2009,28,住院,3-4,南投縣,2,13
2009,28,住院,3-4,屏東縣,0,8
2009,28,住院,3-4,桃園市,6,80
2009,28,住院,3-4,高雄市,11,69
2009,28,住院,3-4,基隆市,2,15
2009,28,住院,3-4,雲林縣,0,1
2009,28,住院,3-4,新北市,7,35
2009,28,住院,3-4,新竹市,3,19
2009,28,住院,3-4,新竹縣,1,6
2009,28,住院,3-4,嘉義市,4,8
2009,28,住院,3-4,嘉義縣,5,19
2009,28,住院,3-4,彰化縣,12,78
2009,28,住院,5-9,台中市,8,109
2009,28,住院,5-9,台北市,2,197
2009,28,住院,5-9,台東縣,1,4
2009,28,住院,5-9,台南市,0,44
2009,28,住院,5-9,宜蘭縣,6,35
2009,28,住院,5-9,花蓮縣,0,21
2009,28,住院,5-9,金門縣,1,6
2009,28,住院,5-9,南投縣,1,15
2009,28,住院,5-9,屏東縣,0,19
2009,28,住院,5-9,苗栗縣,1,3
2009,28,住院,5-9,桃園市,6,168
2009,28,住院,5-9,高雄市,3,134
2009,28,住院,5-9,基隆市,0,25
2009,28,住院,5-9,雲林縣,0,8
2009,28,住院,5-9,新北市,3,60
2009,28,住院,5-9,新竹市,1,25
2009,28,住院,5-9,嘉義市,2,15
2009,28,住院,5-9,嘉義縣,1,19
2009,28,住院,5-9,彰化縣,4,94
2009,28,門診,0-2,台中市,593,19735
2009,28,門診,0-2,台北市,235,13164
2009,28,門診,0-2,台東縣,37,976
2009,28,門診,0-2,台南市,348,12428
2009,28,門診,0-2,宜蘭縣,74,2685
2009,28,門診,0-2,花蓮縣,26,1728
2009,28,門診,0-2,金門縣,3,411
2009,28,門診,0-2,南投縣,110,3483
2009,28,門診,0-2,屏東縣,136,4894
2009,28,門診,0-2,苗栗縣,127,3281
2009,28,門診,0-2,桃園市,349,15134
2009,28,門診,0-2,高雄市,271,16765
2009,28,門診,0-2,基隆市,45,2059
2009,28,門診,0-2,連江縣,0,55
2009,28,門診,0-2,雲林縣,173,5084
2009,28,門診,0-2,新北市,458,24067
2009,28,門診,0-2,新竹市,111,3831
2009,28,門診,0-2,新竹縣,163,3804
2009,28,門診,0-2,嘉義市,82,3287
2009,28,門診,0-2,嘉義縣,22,1879
2009,28,門診,0-2,彰化縣,250,8910
2009,28,門診,0-2,澎湖縣,4,705
2009,28,門診,10-14,台中市,37,20220
2009,28,門診,10-14,台北市,43,18754
2009,28,門診,10-14,台東縣,1,1009
2009,28,門診,10-14,台南市,33,12512
2009,28,門診,10-14,宜蘭縣,9,3049
2009,28,門診,10-14,花蓮縣,2,1969
2009,28,門診,10-14,金門縣,0,583
2009,28,門診,10-14,南投縣,7,3231
2009,28,門診,10-14,屏東縣,12,5407
2009,28,門診,10-14,苗栗縣,10,3085
2009,28,門診,10-14,桃園市,20,13778
2009,28,門診,10-14,高雄市,26,19003
2009,28,門診,10-14,基隆市,3,2351
2009,28,門診,10-14,連江縣,0,26
2009,28,門診,10-14,雲林縣,8,5389
2009,28,門診,10-14,新北市,51,24920
2009,28,門診,10-14,新竹市,14,3090
2009,28,門診,10-14,新竹縣,12,2936
2009,28,門診,10-14,嘉義市,13,3502
2009,28,門診,10-14,嘉義縣,2,2331
2009,28,門診,10-14,彰化縣,18,8501
2009,28,門診,10-14,澎湖縣,0,1036
2009,28,門診,15+,台中市,50,399817
2009,28,門診,15+,台北市,36,502320
2009,28,門診,15+,台東縣,3,28224
2009,28,門診,15+,台南市,15,296157
2009,28,門診,15+,宜蘭縣,4,67476
2009,28,門診,15+,花蓮縣,0,52617
2009,28,門診,15+,金門縣,0,10394
2009,28,門診,15+,南投縣,2,69822
2009,28,門診,15+,屏東縣,4,130811
2009,28,門診,15+,苗栗縣,3,68646
2009,28,門診,15+,桃園市,27,270437
2009,28,門診,15+,高雄市,25,467850
2009,28,門診,15+,基隆市,2,64141
2009,28,門診,15+,連江縣,0,1292
2009,28,門診,15+,雲林縣,1,108268
2009,28,門診,15+,新北市,43,483781
2009,28,門診,15+,新竹市,9,67328
2009,28,門診,15+,新竹縣,4,53068
2009,28,門診,15+,嘉義市,17,76026
2009,28,門診,15+,嘉義縣,3,65272
2009,28,門診,15+,彰化縣,10,171568
2009,28,門診,15+,澎湖縣,0,24305
2009,28,門診,3-4,台中市,610,15888
2009,28,門診,3-4,台北市,225,11240
2009,28,門診,3-4,台東縣,13,713
2009,28,門診,3-4,台南市,373,10255
2009,28,門診,3-4,宜蘭縣,85,2267
2009,28,門診,3-4,花蓮縣,26,1451
2009,28,門診,3-4,金門縣,6,421
2009,28,門診,3-4,南投縣,101,2758
2009,28,門診,3-4,屏東縣,114,4027
2009,28,門診,3-4,苗栗縣,79,2616
2009,28,門診,3-4,桃園市,305,11870
2009,28,門診,3-4,高雄市,194,13718
2009,28,門診,3-4,基隆市,41,1675
2009,28,門診,3-4,連江縣,1,48
2009,28,門診,3-4,雲林縣,160,4428
2009,28,門診,3-4,新北市,429,21339
2009,28,門診,3-4,新竹市,113,2878
2009,28,門診,3-4,新竹縣,128,2956
2009,28,門診,3-4,嘉義市,66,2561
2009,28,門診,3-4,嘉義縣,25,1725
2009,28,門診,3-4,彰化縣,200,7396
2009,28,門診,3-4,澎湖縣,7,708
2009,28,門診,5-9,台中市,643,32306
2009,28,門診,5-9,台北市,259,25243
2009,28,門診,5-9,台東縣,17,1382
2009,28,門診,5-9,台南市,318,19901
2009,28,門診,5-9,宜蘭縣,69,4477
2009,28,門診,5-9,花蓮縣,25,2913
2009,28,門診,5-9,金門縣,5,808
2009,28,門診,5-9,南投縣,96,5556
2009,28,門診,5-9,屏東縣,70,8471
2009,28,門診,5-9,苗栗縣,79,5323
